person,document
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1948/Article5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1948/Article6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1948/Article7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1948/Article8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1948/Article9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1948/Article10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1949/Article1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1949/Article2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1949/Article3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1949/Article4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1949/Article5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1949/Article6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1949/Article7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1949/Article8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1949/Article9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/articles/Journal1/1949/Article10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1957/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1957/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1957/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1957/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1957/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1957/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1957/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1957/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1957/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1957/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1958/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1958/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1958/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1958/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1958/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1958/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1958/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1958/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1958/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1958/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1964/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1964/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1964/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1964/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1964/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1964/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1964/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1964/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1964/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1964/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1966/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1966/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1966/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1966/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1966/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1966/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1966/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1966/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1966/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1966/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1967/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1967/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1967/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1967/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1967/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1967/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1967/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1967/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1967/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1967/Inproceeding10
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1968/Inproceeding1
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1968/Inproceeding2
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1968/Inproceeding3
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1968/Inproceeding4
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1968/Inproceeding5
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1968/Inproceeding6
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1968/Inproceeding7
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1968/Inproceeding8
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1968/Inproceeding9
http://localhost/persons/Paul_Erdoes,http://localhost/publications/inprocs/Proceeding1/1968/Inproceeding10
