document,cited
http://localhost/publications/articles/Journal1/1963/Article20,http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding6
http://localhost/publications/articles/Journal1/1963/Article20,http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding6
http://localhost/publications/articles/Journal1/1963/Article20,http://localhost/publications/inprocs/Proceeding1/1957/Inproceeding10
http://localhost/publications/articles/Journal1/1963/Article20,http://localhost/publications/inprocs/Proceeding1/1958/Inproceeding6
http://localhost/publications/articles/Journal1/1963/Article20,http://localhost/publications/inprocs/Proceeding1/1958/Inproceeding9
http://localhost/publications/articles/Journal1/1963/Article20,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding4
http://localhost/publications/articles/Journal1/1963/Article20,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding6
http://localhost/publications/articles/Journal1/1963/Article20,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding7
http://localhost/publications/articles/Journal1/1963/Article20,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding8
http://localhost/publications/articles/Journal1/1963/Article20,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding2
http://localhost/publications/articles/Journal1/1963/Article20,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding6
http://localhost/publications/articles/Journal1/1963/Article20,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding8
http://localhost/publications/articles/Journal6/1963/Article193,http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding6
http://localhost/publications/articles/Journal6/1963/Article193,http://localhost/publications/inprocs/Proceeding1/1957/Inproceeding10
http://localhost/publications/articles/Journal6/1963/Article193,http://localhost/publications/inprocs/Proceeding1/1958/Inproceeding8
http://localhost/publications/articles/Journal6/1963/Article193,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding5
http://localhost/publications/articles/Journal6/1963/Article193,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding7
http://localhost/publications/articles/Journal6/1963/Article193,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding8
http://localhost/publications/articles/Journal6/1963/Article193,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding4
http://localhost/publications/articles/Journal6/1963/Article193,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding9
http://localhost/publications/articles/Journal6/1963/Article193,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding11
http://localhost/publications/articles/Journal6/1963/Article193,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding12
http://localhost/publications/articles/Journal7/1963/Article230,http://localhost/publications/inprocs/Proceeding1/1957/Inproceeding9
http://localhost/publications/articles/Journal7/1963/Article230,http://localhost/publications/inprocs/Proceeding1/1958/Inproceeding9
http://localhost/publications/articles/Journal7/1963/Article230,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding8
http://localhost/publications/articles/Journal7/1963/Article230,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding10
http://localhost/publications/articles/Journal7/1963/Article230,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding13
http://localhost/publications/articles/Journal7/1963/Article230,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding15
http://localhost/publications/articles/Journal7/1963/Article230,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding1
http://localhost/publications/articles/Journal7/1963/Article230,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding4
http://localhost/publications/articles/Journal7/1963/Article230,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding7
http://localhost/publications/articles/Journal8/1963/Article285,http://localhost/publications/inprocs/Proceeding1/1957/Inproceeding9
http://localhost/publications/articles/Journal8/1963/Article285,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding6
http://localhost/publications/articles/Journal8/1963/Article285,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding8
http://localhost/publications/articles/Journal8/1963/Article285,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding7
http://localhost/publications/articles/Journal8/1963/Article285,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding12
http://localhost/publications/articles/Journal8/1963/Article285,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding14
http://localhost/publications/articles/Journal8/1963/Article285,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding15
http://localhost/publications/articles/Journal8/1963/Article285,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding16
http://localhost/publications/articles/Journal8/1963/Article285,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding2
http://localhost/publications/articles/Journal8/1963/Article285,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding5
http://localhost/publications/articles/Journal8/1963/Article285,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding7
http://localhost/publications/articles/Journal8/1963/Article285,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding9
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding7
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding14
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding15
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding6
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding8
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding10
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding11
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding2
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding5
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding7
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding9
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding11
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding12
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding13
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding14
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding15
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding16
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding17
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding1
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding3
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding5
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding7
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding9
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding11
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding12
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding13
http://localhost/publications/articles/Journal2/1964/Article54,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding14
http://localhost/publications/inprocs/Proceeding4/1964/Inproceeding121,http://localhost/publications/inprocs/Proceeding1/1957/Inproceeding10
http://localhost/publications/inprocs/Proceeding4/1964/Inproceeding121,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding8
http://localhost/publications/inprocs/Proceeding4/1964/Inproceeding121,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding13
http://localhost/publications/inprocs/Proceeding4/1964/Inproceeding121,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding15
http://localhost/publications/inprocs/Proceeding4/1964/Inproceeding121,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding16
http://localhost/publications/inprocs/Proceeding4/1964/Inproceeding121,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding3
http://localhost/publications/inprocs/Proceeding4/1964/Inproceeding121,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding8
http://localhost/publications/inprocs/Proceeding4/1964/Inproceeding121,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding9
http://localhost/publications/inprocs/Proceeding4/1964/Inproceeding121,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding10
http://localhost/publications/inprocs/Proceeding4/1964/Inproceeding121,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding11
http://localhost/publications/inprocs/Proceeding4/1964/Inproceeding121,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding1
http://localhost/publications/inprocs/Proceeding4/1964/Inproceeding121,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding3
http://localhost/publications/inprocs/Proceeding4/1964/Inproceeding130,http://localhost/publications/inprocs/Proceeding1/1959/Inproceeding7
http://localhost/publications/inprocs/Proceeding4/1964/Inproceeding130,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding8
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding13,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding11
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding13,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding16
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding13,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding6
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding13,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding10
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding13,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding11
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding13,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding4
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding13,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding8
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding13,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding11
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding13,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding13
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding13,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding14
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding13,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding15
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding13,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding16
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding13,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding17
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding14
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding9
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding10
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding11
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding6
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding12
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding14
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding16
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding17
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding2
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding6
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding10
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding12
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding14
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding15
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding16
http://localhost/publications/inprocs/Proceeding1/1965/Inproceeding34,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding17
http://localhost/publications/inprocs/Proceeding3/1965/Inproceeding148,http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding16
http://localhost/publications/inprocs/Proceeding3/1965/Inproceeding148,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding9
http://localhost/publications/inprocs/Proceeding3/1965/Inproceeding148,http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding11
http://localhost/publications/inprocs/Proceeding3/1965/Inproceeding148,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding10
http://localhost/publications/inprocs/Proceeding3/1965/Inproceeding148,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding13
http://localhost/publications/inprocs/Proceeding3/1965/Inproceeding148,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding16
http://localhost/publications/inprocs/Proceeding3/1965/Inproceeding148,http://localhost/publications/inprocs/Proceeding1/1962/Inproceeding17
http://localhost/publications/inprocs/Proceeding3/1965/Inproceeding148,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding4
http://localhost/publications/inprocs/Proceeding3/1965/Inproceeding148,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding11
http://localhost/publications/inprocs/Proceeding3/1965/Inproceeding148,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding14
http://localhost/publications/inprocs/Proceeding3/1965/Inproceeding148,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding16
http://localhost/publications/inprocs/Proceeding3/1965/Inproceeding148,http://localhost/publications/inprocs/Proceeding1/1963/Inproceeding17
