subject,object
http://localhost/publications/journals/Journal9/1966,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal10/1966,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal11/1966,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal12/1966,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal1/1967,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal2/1967,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal3/1967,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal4/1967,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal5/1967,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal6/1967,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal7/1967,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal8/1967,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal9/1967,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal10/1967,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal11/1967,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal12/1967,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal13/1967,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal1/1968,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal2/1968,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal3/1968,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal4/1968,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal5/1968,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal6/1968,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal7/1968,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal8/1968,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal9/1968,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal10/1968,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal11/1968,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal12/1968,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal13/1968,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal14/1968,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal15/1968,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal1/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal2/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal3/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal4/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal5/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal6/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal7/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal8/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal9/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal10/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal11/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal12/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal13/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal14/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal15/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal16/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal17/1969,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal1/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal2/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal3/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal4/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal5/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal6/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal7/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal8/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal9/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal10/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal11/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal12/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal13/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal14/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal15/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal16/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal17/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal18/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal19/1970,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal1/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal2/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal3/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal4/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal5/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal6/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal7/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal8/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal9/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal10/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal11/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal12/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal13/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal14/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal15/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal16/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal17/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal18/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal19/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal20/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal21/1971,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal1/1972,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal2/1972,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal3/1972,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal4/1972,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal5/1972,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal6/1972,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal7/1972,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal8/1972,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal9/1972,http://localhost/vocabulary/bench/Journal
http://localhost/misc/UnknownDocument,http://xmlns.com/foaf/0.1/Document
http://localhost/publications/procs/Proceeding1/1950,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1951,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1952,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1953,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1954,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1955,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1956,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1957,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1958,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding2/1958,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1959,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding2/1959,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1960,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding2/1960,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1961,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding2/1961,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding3/1961,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1962,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding2/1962,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding3/1962,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1963,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding2/1963,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding3/1963,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1964,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding2/1964,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding3/1964,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding4/1964,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1965,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding2/1965,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding3/1965,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding4/1965,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1966,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding2/1966,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding3/1966,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding4/1966,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding5/1966,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1967,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding2/1967,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding3/1967,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding4/1967,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding5/1967,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding6/1967,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1968,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding2/1968,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding3/1968,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding4/1968,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding5/1968,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding6/1968,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding7/1968,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1969,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding2/1969,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding3/1969,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding4/1969,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding5/1969,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding6/1969,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding7/1969,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding8/1969,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1970,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding2/1970,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding3/1970,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding4/1970,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding5/1970,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding6/1970,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding7/1970,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding8/1970,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding9/1970,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1971,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding2/1971,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding3/1971,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding4/1971,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding5/1971,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding6/1971,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding7/1971,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding8/1971,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding9/1971,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding10/1971,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1972,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding2/1972,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding3/1972,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding4/1972,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding5/1972,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding1,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding2,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding3,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding4,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding5,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding6,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding7,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding8,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding9,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding10,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding11,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding12,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding13,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding14,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding15,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding16,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding17,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding18,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding19,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding1,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding2,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding3,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding4,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding5,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding6,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding7,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding8,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding9,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding10,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding11,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding12,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding13,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding14,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding15,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding16,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding17,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding18,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding19,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding20,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding21,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding22,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding1,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding2,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding3,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding4,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding5,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding6,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding7,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding8,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding9,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding10,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding11,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding12,http://localhost/vocabulary/bench/Inproceedings
