subject,object
http://localhost/publications/articles/Journal1/1943/Article21,timbrel woodcraft reupholstered
http://localhost/publications/articles/Journal1/1943/Article22,woodcraft xerosis steamers
http://localhost/publications/articles/Journal1/1943/Article23,xerosis neurological warranter
http://localhost/publications/articles/Journal1/1943/Article24,warranter oops detonations
http://localhost/publications/articles/Journal1/1943/Article25,detonations photospherically pouchiest
http://localhost/publications/articles/Journal1/1943/Article26,photospherically canvasses pyorrheas
http://localhost/publications/articles/Journal1/1943/Article27,pyorrheas acquirable refocus
http://localhost/publications/articles/Journal1/1943/Article28,refocus administrated remedying
http://localhost/publications/articles/Journal1/1943/Article29,remedying allayed zinged
http://localhost/publications/incolls/1943/Incollection1,fridge unintentional antiquarians
http://localhost/publications/journals/Journal1/1944,Journal 1 (1944)
http://localhost/publications/articles/Journal1/1944/Article1,antiquarians quantitatively shovels
http://localhost/publications/articles/Journal1/1944/Article2,shovels mendelism kookiest
http://localhost/publications/articles/Journal1/1944/Article3,kookiest embrocation casteless
http://localhost/publications/articles/Journal1/1944/Article4,casteless sashes marrieds
http://localhost/publications/articles/Journal1/1944/Article5,sashes fungic gasogenes
http://localhost/publications/articles/Journal1/1944/Article6,gasogenes dismounting endorser
http://localhost/publications/articles/Journal1/1944/Article7,dismounting libations harrower
http://localhost/publications/articles/Journal1/1944/Article8,harrower shiftlessly feedstuffs
http://localhost/publications/articles/Journal1/1944/Article9,feedstuffs hierarchs composedly
http://localhost/publications/articles/Journal1/1944/Article10,composedly dragged lobsters
http://localhost/publications/articles/Journal1/1944/Article11,lobsters triplets hepatics
http://localhost/publications/articles/Journal1/1944/Article12,hepatics defalcate transplantations
http://localhost/publications/articles/Journal1/1944/Article13,transplantations voucherable intercepting
http://localhost/publications/articles/Journal1/1944/Article14,intercepting immunopathology addends
http://localhost/publications/articles/Journal1/1944/Article15,immunopathology surveiled wagers
http://localhost/publications/articles/Journal1/1944/Article16,wagers nonliving agric
http://localhost/publications/articles/Journal1/1944/Article17,nonliving proliferating disintegrator
http://localhost/publications/articles/Journal1/1944/Article18,proliferating oblongish leapfrogged
http://localhost/publications/articles/Journal1/1944/Article19,oblongish overabundant legworks
http://localhost/publications/articles/Journal1/1944/Article20,legworks cognize hoatzin
http://localhost/publications/articles/Journal1/1944/Article21,hoatzin nonspecialized vrouw
http://localhost/publications/articles/Journal1/1944/Article22,vrouw tantalums overweight
http://localhost/publications/articles/Journal1/1944/Article23,tantalums readmits loopholing
http://localhost/publications/articles/Journal1/1944/Article24,loopholing irradiates befriends
http://localhost/publications/articles/Journal1/1944/Article25,befriends restorers rebroadcasting
http://localhost/publications/articles/Journal1/1944/Article26,rebroadcasting overdrinking frow
http://localhost/publications/articles/Journal1/1944/Article27,frow tasselling crocked
http://localhost/publications/articles/Journal1/1944/Article28,crocked reconverting washboards
http://localhost/publications/articles/Journal1/1944/Article29,reconverting overdrank recalculations
http://localhost/publications/articles/Journal1/1944/Article30,overdrank dumps carousels
http://localhost/publications/articles/Journal1/1944/Article31,dumps acidly deponent
http://localhost/publications/articles/Journal1/1944/Article32,deponent shivas northers
http://localhost/publications/incolls/1944/Incollection1,northers harebrained earthworms
http://localhost/publications/journals/Journal1/1945,Journal 1 (1945)
http://localhost/publications/articles/Journal1/1945/Article1,lunk overtaking sourdoughs
http://localhost/publications/articles/Journal1/1945/Article2,overtaking traditionless spoliator
http://localhost/publications/articles/Journal1/1945/Article3,spoliator stenographers reallocating
http://localhost/publications/articles/Journal1/1945/Article4,reallocating seawaters ruminative
http://localhost/publications/articles/Journal1/1945/Article5,ruminative hydrozoon webbier
http://localhost/publications/articles/Journal1/1945/Article6,webbier toddy playlets
http://localhost/publications/articles/Journal1/1945/Article7,toddy mouthiest delegati
http://localhost/publications/articles/Journal1/1945/Article8,mouthiest renege briefless
http://localhost/publications/articles/Journal1/1945/Article9,renege regularities planarity
http://localhost/publications/articles/Journal1/1945/Article10,regularities stubborner waterbeds
http://localhost/publications/articles/Journal1/1945/Article11,waterbeds antonyms anesthetize
http://localhost/publications/articles/Journal1/1945/Article12,anesthetize administrants preengaging
http://localhost/publications/articles/Journal1/1945/Article13,administrants unitarians reevaluate
http://localhost/publications/articles/Journal1/1945/Article14,reevaluate ochroid climatotherapy
http://localhost/publications/articles/Journal1/1945/Article15,climatotherapy carpetbag peonism
http://localhost/publications/articles/Journal1/1945/Article16,carpetbag metropolitanize twanged
http://localhost/publications/articles/Journal1/1945/Article17,metropolitanize pedros nonforfeitable
http://localhost/publications/articles/Journal1/1945/Article18,nonforfeitable apostacy malting
http://localhost/publications/articles/Journal1/1945/Article19,apostacy footgear abominators
http://localhost/publications/articles/Journal1/1945/Article20,footgear trilobate jigsawed
http://localhost/publications/articles/Journal1/1945/Article21,trilobate kickstands prated
http://localhost/publications/articles/Journal1/1945/Article22,prated incorporeal piazadora
http://localhost/publications/articles/Journal1/1945/Article23,piazadora legation subendorsed
http://localhost/publications/articles/Journal1/1945/Article24,subendorsed miscalculates whetters
http://localhost/publications/articles/Journal1/1945/Article25,whetters misadvised tiltyard
http://localhost/publications/articles/Journal1/1945/Article26,tiltyard yawing prosecutrices
http://localhost/publications/articles/Journal1/1945/Article27,prosecutrices feeblish extenuation
http://localhost/publications/articles/Journal1/1945/Article28,extenuation abbesses strongboxes
http://localhost/publications/articles/Journal1/1945/Article29,strongboxes oats pulling
http://localhost/publications/articles/Journal1/1945/Article30,oats leatheriness witchy
http://localhost/publications/articles/Journal1/1945/Article31,witchy bigamistic furrows
http://localhost/publications/articles/Journal1/1945/Article32,bigamistic eloquence cobwebbier
http://localhost/publications/articles/Journal1/1945/Article33,eloquence divorcing incidentally
http://localhost/publications/articles/Journal1/1945/Article34,incidentally insoles stockman
http://localhost/publications/articles/Journal1/1945/Article35,insoles queening allergist
http://localhost/publications/articles/Journal1/1945/Article36,allergist placarders septuagenarians
http://localhost/publications/articles/Journal1/1945/Article37,septuagenarians cacaos mignonette
http://localhost/publications/incolls/1945/Incollection1,tailored beholden branchless
http://localhost/publications/journals/Journal1/1946,Journal 1 (1946)
http://localhost/publications/articles/Journal1/1946/Article1,branchless crimper tonners
http://localhost/publications/articles/Journal1/1946/Article2,tonners southpaws scorify
http://localhost/publications/articles/Journal1/1946/Article3,scorify jumpiest whanged
http://localhost/publications/articles/Journal1/1946/Article4,whanged iniquitously lycanthropies
http://localhost/publications/articles/Journal1/1946/Article5,iniquitously electrophoresed dinting
http://localhost/publications/articles/Journal1/1946/Article6,dinting pledgee protoactinium
http://localhost/publications/articles/Journal1/1946/Article7,protoactinium emblements shrewed
http://localhost/publications/articles/Journal1/1946/Article8,shrewed depressional airlifts
http://localhost/publications/articles/Journal1/1946/Article9,airlifts sliming felicitator
http://localhost/publications/articles/Journal1/1946/Article10,virological contradistinctions unexciting
http://localhost/publications/articles/Journal1/1946/Article11,unexciting tenants earrings
http://localhost/publications/articles/Journal1/1946/Article12,tenants overrigid hidebound
http://localhost/publications/articles/Journal1/1946/Article13,hidebound poloist comets
http://localhost/publications/articles/Journal1/1946/Article14,poloist paraphraser whangs
http://localhost/publications/articles/Journal1/1946/Article15,uncovering heaver euphorically
http://localhost/publications/articles/Journal1/1946/Article16,heaver ameliorative aglets
http://localhost/publications/articles/Journal1/1946/Article17,ameliorative preciosity curring
http://localhost/publications/articles/Journal1/1946/Article18,curring antennal undrinkable
http://localhost/publications/articles/Journal1/1946/Article19,antennal charter uncashed
http://localhost/publications/articles/Journal1/1946/Article20,charter huntedly czardoms
http://localhost/publications/articles/Journal1/1946/Article21,czardoms reversing monstrances
http://localhost/publications/articles/Journal1/1946/Article22,monstrances quadrigamist mysteriously
http://localhost/publications/articles/Journal1/1946/Article23,mysteriously artfully mangled
http://localhost/publications/articles/Journal1/1946/Article24,mangled ionizing tenantry
http://localhost/publications/articles/Journal1/1946/Article25,tenantry appendant submontane
http://localhost/publications/articles/Journal1/1946/Article26,appendant stoutening piling
http://localhost/publications/articles/Journal1/1946/Article27,piling bestializing overconfident
http://localhost/publications/articles/Journal1/1946/Article28,overconfident vivifier vivisection
http://localhost/publications/articles/Journal1/1946/Article29,vivifier distally polyclinic
http://localhost/publications/articles/Journal1/1946/Article30,polyclinic triarchy homerooms
http://localhost/publications/articles/Journal1/1946/Article31,triarchy totterer diarist
http://localhost/publications/articles/Journal1/1946/Article32,diarist lambies geed
http://localhost/publications/articles/Journal1/1946/Article33,geed begets floorthrough
http://localhost/publications/articles/Journal1/1946/Article34,begets chargee affixion
http://localhost/publications/articles/Journal1/1946/Article35,affixion quipped cabinetmaking
http://localhost/publications/articles/Journal1/1946/Article36,cabinetmaking deathcups dogfight
http://localhost/publications/articles/Journal1/1946/Article37,dogfight emptied drifter
http://localhost/publications/articles/Journal1/1946/Article38,drifter senescent representable
http://localhost/publications/articles/Journal1/1946/Article39,representable bullier superintended
http://localhost/publications/articles/Journal1/1946/Article40,superintended paragraphed claywares
http://localhost/publications/articles/Journal1/1946/Article41,paragraphed resourcefulness psychos
http://localhost/publications/incolls/1946/Incollection1,morphia iteming immunoreactive
http://localhost/publications/journals/Journal1/1947,Journal 1 (1947)
http://localhost/publications/articles/Journal1/1947/Article1,weasand timidities untold
http://localhost/publications/articles/Journal1/1947/Article2,untold adamantine museful
http://localhost/publications/articles/Journal1/1947/Article3,museful malingerers gnashes
http://localhost/publications/articles/Journal1/1947/Article4,gnashes redundance matriculant
http://localhost/publications/articles/Journal1/1947/Article5,redundance flexes repairing
http://localhost/publications/articles/Journal1/1947/Article6,repairing etchers mitering
http://localhost/publications/articles/Journal1/1947/Article7,etchers laboratorian tiptoed
http://localhost/publications/articles/Journal1/1947/Article8,tiptoed hairiest ouzels
http://localhost/publications/articles/Journal1/1947/Article9,ouzels negatively witnesses
http://localhost/publications/articles/Journal1/1947/Article10,witnesses flaunting divergence
http://localhost/publications/articles/Journal1/1947/Article11,flaunting semitraditional negotiators
http://localhost/publications/articles/Journal1/1947/Article12,negotiators microspace fixup
http://localhost/publications/articles/Journal1/1947/Article13,microspace scurf snowballed
http://localhost/publications/articles/Journal1/1947/Article14,snowballed inflamed salesclerk
http://localhost/publications/articles/Journal1/1947/Article15,salesclerk clonked mistreat
http://localhost/publications/articles/Journal1/1947/Article16,mistreat nonsuccess opticians
http://localhost/publications/articles/Journal1/1947/Article17,opticians foremost dishtowels
http://localhost/publications/articles/Journal1/1947/Article18,foremost croutons dozers
http://localhost/publications/articles/Journal1/1947/Article19,dozers undergoes nympholeptic
http://localhost/publications/articles/Journal1/1947/Article20,nympholeptic spiffiest reinformed
http://localhost/publications/articles/Journal1/1947/Article21,reinformed swiftest baronages
http://localhost/publications/articles/Journal1/1947/Article22,swiftest warping fraternize
http://localhost/publications/articles/Journal1/1947/Article23,fraternize insurrectionaries backspin
http://localhost/publications/articles/Journal1/1947/Article24,backspin bourgeoned tarnishable
http://localhost/publications/articles/Journal1/1947/Article25,tarnishable nonferrous pathological
http://localhost/publications/articles/Journal1/1947/Article26,pathological benthos superlatives
http://localhost/publications/articles/Journal1/1947/Article27,superlatives subduals directorship
http://localhost/publications/articles/Journal1/1947/Article28,subduals classily snobbishness
http://localhost/publications/articles/Journal1/1947/Article29,snobbishness nickering beatitudes
http://localhost/publications/articles/Journal1/1947/Article30,beatitudes cubebs popping
http://localhost/publications/articles/Journal1/1947/Article31,cubebs interplead halavahs
http://localhost/publications/articles/Journal1/1947/Article32,halavahs unraised leanest
http://localhost/publications/articles/Journal1/1947/Article33,leanest prebilling wordbooks
http://localhost/publications/articles/Journal1/1947/Article34,prebilling kasha nativity
http://localhost/publications/articles/Journal1/1947/Article35,nativity facelift pardoner
http://localhost/publications/articles/Journal1/1947/Article36,pardoner stubbornest recitalists
http://localhost/publications/articles/Journal1/1947/Article37,stubbornest revived palpators
http://localhost/publications/articles/Journal1/1947/Article38,palpators wirepullers rabbinates
http://localhost/publications/articles/Journal1/1947/Article39,rabbinates surprised challenger
http://localhost/publications/articles/Journal1/1947/Article40,challenger agentry frothiness
http://localhost/publications/articles/Journal1/1947/Article41,agentry ignorantness undulant
http://localhost/publications/articles/Journal1/1947/Article42,undulant grot extracts
http://localhost/publications/articles/Journal1/1947/Article43,extracts befoulier parings
http://localhost/publications/articles/Journal1/1947/Article44,parings creels measurably
http://localhost/publications/articles/Journal1/1947/Article45,creels leant miriest
http://localhost/publications/articles/Journal1/1947/Article46,leant filterability farced
http://localhost/publications/articles/Journal1/1947/Article47,filterability sufferingly mythologies
http://localhost/publications/incolls/1947/Incollection1,mythologies mumms overconcern
http://localhost/publications/journals/Journal1/1948,Journal 1 (1948)
http://localhost/publications/articles/Journal1/1948/Article1,entombment positrons eluding
http://localhost/publications/articles/Journal1/1948/Article2,eluding sailcloth encyclicals
http://localhost/publications/articles/Journal1/1948/Article3,encyclicals machree bretons
http://localhost/publications/articles/Journal1/1948/Article4,bretons secondaries buffier
http://localhost/publications/articles/Journal1/1948/Article5,buffier saltcellars humours
http://localhost/publications/articles/Journal1/1948/Article6,saltcellars garniture favorableness
http://localhost/publications/articles/Journal1/1948/Article7,garniture onside misdoubt
http://localhost/publications/articles/Journal1/1948/Article8,misdoubt coldest remounted
http://localhost/publications/articles/Journal1/1948/Article9,remounted wantoners astonished
http://localhost/publications/articles/Journal1/1948/Article10,wantoners clutched vaccinable
http://localhost/publications/articles/Journal1/1948/Article11,clutched teared reinvoking
http://localhost/publications/articles/Journal1/1948/Article12,reinvoking stepchildren overachiever
http://localhost/publications/articles/Journal1/1948/Article13,stepchildren filleting falterer
http://localhost/publications/articles/Journal1/1948/Article14,filleting doctorates tariffless
http://localhost/publications/articles/Journal1/1948/Article15,doctorates inquiries frugs
http://localhost/publications/articles/Journal1/1948/Article16,inquiries currycomb hayloft
http://localhost/publications/articles/Journal1/1948/Article17,hayloft hellion pshawing
http://localhost/publications/articles/Journal1/1948/Article18,pshawing liberalizations rearrangement
http://localhost/publications/articles/Journal1/1948/Article19,rearrangement unheralded rafts
http://localhost/publications/articles/Journal1/1948/Article20,rafts omnium elitisms
http://localhost/publications/articles/Journal1/1948/Article21,omnium cultivates canaanites
http://localhost/publications/articles/Journal1/1948/Article22,cultivates melanesians unproclaimed
http://localhost/publications/articles/Journal1/1948/Article23,unproclaimed particularity nocturnes
http://localhost/publications/articles/Journal1/1948/Article24,angelicas emanated disarmers
http://localhost/publications/articles/Journal1/1948/Article25,disarmers predeceases indulgers
http://localhost/publications/articles/Journal1/1948/Article26,indulgers laundering misarranges
http://localhost/publications/articles/Journal1/1948/Article27,misarranges solubilizing bylined
http://localhost/publications/articles/Journal1/1948/Article28,bylined janitress wedding
http://localhost/publications/articles/Journal1/1948/Article29,janitress untutored shuttling
http://localhost/publications/articles/Journal1/1948/Article30,untutored sorel ensconced
http://localhost/publications/articles/Journal1/1948/Article31,sorel cunnilinguism meathead
http://localhost/publications/articles/Journal1/1948/Article32,cunnilinguism bazaars ocelots
http://localhost/publications/articles/Journal1/1948/Article33,ocelots notation indoctrinating
http://localhost/publications/articles/Journal1/1948/Article34,notation definable farcers
http://localhost/publications/articles/Journal1/1948/Article35,definable bards legislatresses
http://localhost/publications/articles/Journal1/1948/Article36,bards underway deterministic
http://localhost/publications/articles/Journal1/1948/Article37,deterministic abhorrently shedders
http://localhost/publications/articles/Journal1/1948/Article38,shedders resuscitates models
http://localhost/publications/articles/Journal1/1948/Article39,resuscitates caveator diploids
http://localhost/publications/articles/Journal1/1948/Article40,diploids subtonic bossing
http://localhost/publications/articles/Journal1/1948/Article41,subtonic modules coshed
http://localhost/publications/articles/Journal1/1948/Article42,coshed gluers yeshivoth
http://localhost/publications/articles/Journal1/1948/Article43,gluers displeased tosspots
http://localhost/publications/articles/Journal1/1948/Article44,displeased ateliers reemerges
http://localhost/publications/articles/Journal1/1948/Article45,reemerges infantility flangers
http://localhost/publications/articles/Journal1/1948/Article46,infantility protesters reanimation
http://localhost/publications/articles/Journal1/1948/Article47,reanimation fatigues splashed
http://localhost/publications/articles/Journal1/1948/Article48,splashed flanneling bastioned
http://localhost/publications/articles/Journal1/1948/Article49,bastioned cabalism oatcake
http://localhost/publications/articles/Journal1/1948/Article50,oatcake aggrandizers arrogating
http://localhost/publications/articles/Journal1/1948/Article51,arrogating ministrant aether
http://localhost/publications/articles/Journal1/1948/Article52,aether minored hamsters
http://localhost/publications/incolls/1948/Incollection1,hamsters disentangles xylidine
http://localhost/publications/journals/Journal1/1949,Journal 1 (1949)
http://localhost/publications/articles/Journal1/1949/Article1,liers scarlets pathfinder
http://localhost/publications/articles/Journal1/1949/Article2,scarlets househusbands adorers
http://localhost/publications/articles/Journal1/1949/Article3,househusbands strafer destroyed
http://localhost/publications/articles/Journal1/1949/Article4,destroyed buying luting
http://localhost/publications/articles/Journal1/1949/Article5,luting tragically backlashed
http://localhost/publications/articles/Journal1/1949/Article6,tragically published haters
http://localhost/publications/articles/Journal1/1949/Article7,published redundantly wandered
http://localhost/publications/articles/Journal1/1949/Article8,wandered anattos redundances
http://localhost/publications/articles/Journal1/1949/Article9,redundances outguessing codder
http://localhost/publications/articles/Journal1/1949/Article10,outguessing acacia kaons
http://localhost/publications/articles/Journal1/1949/Article11,acacia failingly egomaniacal
http://localhost/publications/articles/Journal1/1949/Article12,failingly vacatable macadams
http://localhost/publications/articles/Journal1/1949/Article13,vacatable pornographies merriest
http://localhost/publications/articles/Journal1/1949/Article14,pornographies fruiter croaker
http://localhost/publications/articles/Journal1/1949/Article15,croaker retrofire leeriest
http://localhost/publications/articles/Journal1/1949/Article16,kanjis merchandized fliers
http://localhost/publications/articles/Journal1/1949/Article17,fliers reembody chiffonnier
http://localhost/publications/articles/Journal1/1949/Article18,chiffonnier elemental householders
http://localhost/publications/articles/Journal1/1949/Article19,elemental evenfall denazified
http://localhost/publications/articles/Journal1/1949/Article20,evenfall pyrostats sagiest
http://localhost/publications/articles/Journal1/1949/Article50,sagiest cowpoxes benders
http://localhost/publications/articles/Journal1/1949/Article52,cowpoxes supposing centrism
http://localhost/publications/articles/Journal1/1949/Article54,supposing stratocumulus surcoat
http://localhost/publications/articles/Journal1/1949/Article56,stratocumulus chowtimes preferences
http://localhost/publications/articles/Journal1/1949/Article58,preferences convulsively heartaches
http://localhost/publications/incolls/1949/Incollection1,heartaches gentlewoman infundibuliform
http://localhost/publications/journals/Journal2/1949,Journal 2 (1949)
http://localhost/publications/articles/Journal2/1949/Article21,nonmilitarily simplifying globulins
http://localhost/publications/articles/Journal2/1949/Article22,simplifying chancroids urbanizes
http://localhost/publications/articles/Journal2/1949/Article23,chancroids worldbeater forearmed
http://localhost/publications/articles/Journal2/1949/Article24,worldbeater tapholes sorest
http://localhost/publications/articles/Journal2/1949/Article25,tapholes calciferous rebater
http://localhost/publications/articles/Journal2/1949/Article26,rebater seigniorage memorializes
http://localhost/publications/articles/Journal2/1949/Article27,seigniorage backhanded wagoners
http://localhost/publications/articles/Journal2/1949/Article28,wagoners oubliette hornswoggling
http://localhost/publications/articles/Journal2/1949/Article29,hornswoggling drumbeat serries
http://localhost/publications/articles/Journal2/1949/Article30,serries lapdogs biting
http://localhost/publications/articles/Journal2/1949/Article31,biting temperers doggones
http://localhost/publications/articles/Journal2/1949/Article32,doggones earlier lineless
http://localhost/publications/articles/Journal2/1949/Article33,earlier waxworks praos
http://localhost/publications/articles/Journal2/1949/Article34,praos deringer touring
http://localhost/publications/articles/Journal2/1949/Article35,touring enrich clinchers
http://localhost/publications/articles/Journal2/1949/Article36,clinchers plunking sockmen
http://localhost/publications/articles/Journal2/1949/Article37,plunking mosques concluders
http://localhost/publications/articles/Journal2/1949/Article38,mosques reutilizations promoting
http://localhost/publications/articles/Journal2/1949/Article39,promoting macroeconomic ironclads
http://localhost/publications/articles/Journal2/1949/Article40,ironclads greatheartedly bargainee
http://localhost/publications/articles/Journal2/1949/Article41,bargainee chalices gambled
http://localhost/publications/articles/Journal2/1949/Article42,chalices crocking bimethyls
http://localhost/publications/articles/Journal2/1949/Article43,crocking foxfires joyrider
http://localhost/publications/articles/Journal2/1949/Article44,foxfires impotences diffusor
http://localhost/publications/articles/Journal2/1949/Article45,diffusor pharmaceutically anonymities
http://localhost/publications/articles/Journal2/1949/Article46,anonymities scrubbers cogencies
http://localhost/publications/articles/Journal2/1949/Article47,cogencies trussers banderole
http://localhost/publications/articles/Journal2/1949/Article48,trussers deceptiveness eying
http://localhost/publications/articles/Journal2/1949/Article49,eying annunciating sporing
http://localhost/publications/articles/Journal2/1949/Article51,sporing stenchy risers
http://localhost/publications/articles/Journal2/1949/Article53,stenchy shirtfront geographers
http://localhost/publications/articles/Journal2/1949/Article55,shirtfront aroints potshots
http://localhost/publications/articles/Journal2/1949/Article57,aroints unhanged rains
http://localhost/publications/articles/Journal2/1949/Article59,rains seabirds tailpipe
http://localhost/publications/procs/Proceeding1/1950,Proceeding 1 (1950)
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding1,vialing imprisonment vivisects
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding2,gipper reliable vernally
