yr,name,document
"",Meira Mcmurtrie,http://localhost/publications/articles/Journal5/1970/Article178
"",Gertrudis Borger,http://localhost/publications/articles/Journal8/1970/Article283
"",Gertrudis Borger,http://localhost/publications/articles/Journal1/1971/Article7
"",Leonia Ako,http://localhost/publications/articles/Journal11/1970/Article368
"",Alton Winkeljohn,http://localhost/publications/articles/Journal12/1970/Article665
"",Foma Mcnally,http://localhost/publications/articles/Journal16/1970/Article524
1970,Fifi Tumbleson,http://localhost/publications/inprocs/Proceeding9/1970/Inproceeding345
"",Konchaka Fesperman,http://localhost/publications/articles/Journal5/1971/Article179
"",Saabiqa Wesler,http://localhost/publications/articles/Journal6/1971/Article229
"",Melosia Bonham,http://localhost/publications/articles/Journal7/1971/Article270
"",Anzai Vantil,http://localhost/publications/articles/Journal8/1971/Article324
"",Pantyslawa Pemble,http://localhost/publications/articles/Journal2/1954/Article62
"",Agripena Tevada,http://localhost/publications/articles/Journal16/1971/Article610
"",Horado Goynes,http://localhost/publications/articles/Journal17/1971/Article671
"",Aloisius Pieretti,http://localhost/publications/articles/Journal18/1971/Article696
"",Akane Sharpsteen,http://localhost/publications/articles/Journal19/1971/Article765
"",Jelawat Balletta,http://localhost/publications/articles/Journal1/1944/Article3
"",Jefferson Jozsa,http://localhost/publications/articles/Journal9/1972/Article270
"",Angela Hager,http://localhost/publications/articles/Journal1/1944/Article18
"",Dell Kosel,http://localhost/publications/articles/Journal1/1940/Article11
"",Tyanna Kohlhoff,http://localhost/publications/articles/Journal3/1958/Article105
"",Stratka Pinchon,http://localhost/publications/articles/Journal4/1959/Article126
"",Conrado Luzader,http://localhost/publications/articles/Journal4/1960/Article134
"",Navarro Wasyliszyn,http://localhost/publications/articles/Journal2/1961/Article80
"",Lenza Cressell,http://localhost/publications/articles/Journal4/1961/Article211
"",Ecatrinna Siebens,http://localhost/publications/articles/Journal5/1961/Article145
"",Rusna Loskot,http://localhost/publications/articles/Journal6/1961/Article196
"",Martino Nommay,http://localhost/publications/articles/Journal1/1947/Article44
"",Martino Nommay,http://localhost/publications/articles/Journal1/1948/Article15
"",Fanuco Glyn,http://localhost/publications/articles/Journal5/1962/Article143
"",Emi Fiesel,http://localhost/publications/articles/Journal4/1963/Article122
"",Emi Fiesel,http://localhost/publications/articles/Journal2/1964/Article47
"",Mawar Camfield,http://localhost/publications/articles/Journal1/1949/Article54
"",Mawar Camfield,http://localhost/publications/articles/Journal1/1950/Article4
"",Irinia Russom,http://localhost/publications/articles/Journal4/1964/Article114
"",Namtheun Treece,http://localhost/publications/articles/Journal6/1964/Article199
"",Oria Outten,http://localhost/publications/articles/Journal9/1964/Article301
"",Bastienne Norrid,http://localhost/publications/articles/Journal9/1965/Article325
"",Bastienne Norrid,http://localhost/publications/articles/Journal1/1966/Article16
"",Raven Fabeck,http://localhost/publications/articles/Journal10/1965/Article375
"",Manuella Likes,http://localhost/publications/articles/Journal4/1966/Article164
"",Manuella Likes,http://localhost/publications/articles/Journal2/1967/Article36
"",Husain Coaxum,http://localhost/publications/articles/Journal2/1950/Article51
"",Lana Nyce,http://localhost/publications/articles/Journal5/1966/Article172
"",Lana Nyce,http://localhost/publications/articles/Journal2/1967/Article45
"",Dankrade Lynady,http://localhost/publications/articles/Journal10/1966/Article396
"",Okseniia Ellingburg,http://localhost/publications/articles/Journal4/1967/Article158
"",Amishi Masgalas,http://localhost/publications/articles/Journal5/1967/Article162
"",Luitgardis Seibert,http://localhost/publications/articles/Journal8/1967/Article302
"",Xerxes Vassey,http://localhost/publications/articles/Journal8/1967/Article311
"",Sveta Reph,http://localhost/publications/articles/Journal2/1968/Article69
"",Odessa Labre,http://localhost/publications/articles/Journal5/1968/Article206
"",JaCheyla Corman,http://localhost/publications/articles/Journal9/1968/Article344
"",Hikosaburo Breeding,http://localhost/publications/articles/Journal11/1968/Article438
"",Hikosaburo Breeding,http://localhost/publications/articles/Journal1/1969/Article45
"",Martel Heiserman,http://localhost/publications/articles/Journal11/1968/Article462
"",Hiroyasu Hoisington,http://localhost/publications/articles/Journal13/1968/Article505
"",Hiroyasu Hoisington,http://localhost/publications/articles/Journal2/1969/Article79
"",Celica Kucha,http://localhost/publications/articles/Journal5/1969/Article184
"",Keyon Auricchio,http://localhost/publications/articles/Journal9/1969/Article336
"",Abyad Hoegerl,http://localhost/publications/articles/Journal9/1969/Article350
"",Nerita Tisdel,http://localhost/publications/articles/Journal10/1969/Article366
"",Alain Spletzer,http://localhost/publications/articles/Journal15/1969/Article580
"",Danique Jalbert,http://localhost/publications/articles/Journal2/1970/Article78
"",Maremiana Dulude,http://localhost/publications/articles/Journal3/1970/Article116
"",Demy Schomin,http://localhost/publications/articles/Journal4/1970/Article131
"",Cisca Swayzer,http://localhost/publications/articles/Journal6/1970/Article207
"",Finne Downham,http://localhost/publications/articles/Journal10/1970/Article343
"",Finne Downham,http://localhost/publications/articles/Journal2/1971/Article70
"",Neneng Gilani,http://localhost/publications/articles/Journal14/1970/Article479
1970,Anjushree Boness,http://localhost/publications/inprocs/Proceeding9/1970/Inproceeding328
"",Eleni Shirota,http://localhost/publications/articles/Journal8/1971/Article292
"",Teja Troia,http://localhost/publications/articles/Journal9/1971/Article363
"",Teja Troia,http://localhost/publications/articles/Journal1/1972/Article35
"",Ayleen Caulk,http://localhost/publications/articles/Journal17/1971/Article654
"",Saahir Muto,http://localhost/publications/articles/Journal3/1954/Article96
"",Ostankova Argabright,http://localhost/publications/articles/Journal4/1972/Article895
"",Shogo Donelan,http://localhost/publications/articles/Journal5/1972/Article165
"",Hareem Rollo,http://localhost/publications/articles/Journal3/1956/Article72
"",Loke Tuton,http://localhost/publications/articles/Journal1/1944/Article21
"",Loke Tuton,http://localhost/publications/articles/Journal1/1945/Article6
"",Umeko Cadriel,http://localhost/publications/articles/Journal4/1957/Article133
"",Iaroia Korth,http://localhost/publications/articles/Journal2/1958/Article45
"",Trina Sjerven,http://localhost/publications/articles/Journal1/1940/Article16
"",Trina Sjerven,http://localhost/publications/articles/Journal1/1941/Article6
"",Zofia Zurek,http://localhost/publications/articles/Journal2/1960/Article66
"",Ortemeva Mollberg,http://localhost/publications/articles/Journal5/1960/Article143
"",Saalim Velasquez,http://localhost/publications/articles/Journal1/1947/Article34
"",Saalim Velasquez,http://localhost/publications/articles/Journal1/1948/Article1
"",Saalim Velasquez,http://localhost/publications/articles/Journal1/1948/Article2
"",Jill Vanaprasert,http://localhost/publications/articles/Journal3/1962/Article68
"",Perkhta Carnagey,http://localhost/publications/articles/Journal5/1963/Article161
"",Freddie Passantino,http://localhost/publications/articles/Journal8/1963/Article292
"",Shiko Seagroves,http://localhost/publications/articles/Journal1/1941/Article15
"",Adeeba Pruette,http://localhost/publications/articles/Journal5/1966/Article206
"",Takakazu Boscarino,http://localhost/publications/articles/Journal6/1966/Article220
"",Ergyryad Wolfe,http://localhost/publications/articles/Journal6/1966/Article235
"",Fae Tison,http://localhost/publications/articles/Journal4/1967/Article157
"",Karlus Guardipee,http://localhost/publications/articles/Journal1/1951/Article26
"",Kareen Roberton,http://localhost/publications/articles/Journal5/1967/Article175
"",Balthasar Merseal,http://localhost/publications/articles/Journal9/1967/Article345
"",Sosipatra Schemonia,http://localhost/publications/articles/Journal10/1967/Article378
"",Graud Shuker,http://localhost/publications/articles/Journal2/1951/Article70
"",Danno Chott,http://localhost/publications/articles/Journal6/1968/Article247
"",Badan Jarratt,http://localhost/publications/articles/Journal10/1968/Article382
"",Gwyngad Levesque,http://localhost/publications/articles/Journal10/1968/Article421
"",Tahsha Winley,http://localhost/publications/articles/Journal11/1968/Article442
"",Tahsha Winley,http://localhost/publications/articles/Journal2/1969/Article47
"",Cordia Vongal,http://localhost/publications/articles/Journal6/1969/Article213
"",Bozhitsa Hamper,http://localhost/publications/articles/Journal7/1969/Article275
"",Jesstin Zhang,http://localhost/publications/articles/Journal9/1969/Article344
"",Haala Montonez,http://localhost/publications/articles/Journal11/1969/Article400
"",Vondra Daniell,http://localhost/publications/articles/Journal12/1969/Article449
"",Kioko Moskau,http://localhost/publications/articles/Journal16/1969/Article639
"",Zbina Daly,http://localhost/publications/articles/Journal16/1969/Article642
"",Dayu Vient,http://localhost/publications/articles/Journal2/1953/Article47
"",Floyd Nicklaus,http://localhost/publications/articles/Journal7/1970/Article238
"",Tadahisa Baldus,http://localhost/publications/articles/Journal10/1970/Article350
"",Tadahisa Baldus,http://localhost/publications/articles/Journal3/1971/Article79
"",Nora Bicksler,http://localhost/publications/articles/Journal12/1970/Article414
"",Kabayan Holliday,http://localhost/publications/articles/Journal14/1970/Article467
"",Haajara Kilburn,http://localhost/publications/articles/Journal14/1970/Article489
1970,Gillermo Sterlace,http://localhost/publications/inprocs/Proceeding8/1970/Inproceeding327
"",Yoshihide Bilden,http://localhost/publications/articles/Journal19/1971/Article755
"",Junnosuke Hendler,http://localhost/publications/articles/Journal19/1971/Article758
"",milia Lutes,http://localhost/publications/articles/Journal8/1972/Article238
"",Bahar Banter,http://localhost/publications/articles/Journal4/1956/Article121
"",Bahar Banter,http://localhost/publications/articles/Journal1/1957/Article9
"",Vonda Jasmine,http://localhost/publications/articles/Journal4/1957/Article138
"",Gajus Divlio,http://localhost/publications/articles/Journal2/1960/Article57
1960,Francis Petway,http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding82
"",Zerlinda Boyle,http://localhost/publications/articles/Journal4/1960/Article138
"",Flavio Noun,http://localhost/publications/articles/Journal6/1960/Article183
"",Lajuanna Cammarota,http://localhost/publications/articles/Journal1/1961/Article35
"",Dafina Pendexter,http://localhost/publications/articles/Journal3/1961/Article102
"",Nikolena Buckman,http://localhost/publications/articles/Journal5/1961/Article142
"",Tramaine Scruton,http://localhost/publications/articles/Journal1/1948/Article21
"",Eustace Henein,http://localhost/publications/articles/Journal5/1962/Article136
"",Hermes Bartek,http://localhost/publications/articles/Journal7/1962/Article212
"",Hermes Bartek,http://localhost/publications/articles/Journal1/1963/Article24
"",Muaaid Commes,http://localhost/publications/articles/Journal4/1964/Article121
"",Celester Pyon,http://localhost/publications/articles/Journal7/1964/Article236
"",Kathy Doctor,http://localhost/publications/articles/Journal4/1965/Article117
"",Morgannwg Hohney,http://localhost/publications/articles/Journal7/1965/Article249
"",Candy Oliger,http://localhost/publications/articles/Journal7/1965/Article251
"",Moren Justesen,http://localhost/publications/articles/Journal9/1966/Article349
"",Afraah Treon,http://localhost/publications/articles/Journal5/1967/Article164
"",Kiyoemon Wesby,http://localhost/publications/articles/Journal1/1951/Article73
"",Inz Loertscher,http://localhost/publications/articles/Journal11/1967/Article399
"",Kristofer Staadt,http://localhost/publications/articles/Journal12/1967/Article456
"",Agli Barbadillo,http://localhost/publications/articles/Journal13/1967/Article482
"",Mlada Llamas,http://localhost/publications/articles/Journal4/1968/Article131
"",Ambo Alejos,http://localhost/publications/articles/Journal11/1968/Article448
"",Ambo Alejos,http://localhost/publications/articles/Journal2/1969/Article50
"",Zenobia Tixier,http://localhost/publications/articles/Journal9/1969/Article316
"",Heribert Sater,http://localhost/publications/articles/Journal9/1969/Article322
"",Pitina Councilman,http://localhost/publications/articles/Journal9/1969/Article329
"",Ichiyo Dry,http://localhost/publications/articles/Journal11/1969/Article403
"",Ching Dense,http://localhost/publications/articles/Journal13/1969/Article474
"",Toshya Opoka,http://localhost/publications/articles/Journal8/1970/Article286
"",Toshya Opoka,http://localhost/publications/articles/Journal1/1971/Article10
"",Egbertina Akbari,http://localhost/publications/articles/Journal17/1970/Article581
"",Sumiko Condray,http://localhost/publications/articles/Journal18/1970/Article602
"",Napoleon Hodell,http://localhost/publications/articles/Journal9/1971/Article334
"",Napoleon Hodell,http://localhost/publications/articles/Journal1/1972/Article2
"",Nanie Escuriex,http://localhost/publications/articles/Journal15/1971/Article586
"",Guduza Militante,http://localhost/publications/articles/Journal17/1971/Article655
"",Mokichi Schayer,http://localhost/publications/articles/Journal3/1955/Article93
"",Kurt Stas,http://localhost/publications/articles/Journal3/1956/Article91
"",Hardwart Kusiak,http://localhost/publications/articles/Journal3/1957/Article101
"",Ghaali Worthy,http://localhost/publications/articles/Journal2/1960/Article67
"",Aliyya Antoniuk,http://localhost/publications/articles/Journal3/1960/Article97
"",Aliyya Antoniuk,http://localhost/publications/articles/Journal1/1961/Article25
"",Bruna Nervis,http://localhost/publications/articles/Journal1/1946/Article39
"",Bruna Nervis,http://localhost/publications/articles/Journal1/1947/Article7
"",Gerdie Milbauer,http://localhost/publications/articles/Journal6/1960/Article175
"",Presencia Winson,http://localhost/publications/articles/Journal6/1960/Article203
"",Duygu Poster,http://localhost/publications/articles/Journal2/1961/Article215
"",Anwyll Frabotta,http://localhost/publications/articles/Journal3/1961/Article103
"",Yoshike Zuckerberg,http://localhost/publications/articles/Journal4/1961/Article116
"",Nidra Ratigan,http://localhost/publications/articles/Journal4/1961/Article122
"",Terceira Wisely,http://localhost/publications/articles/Journal4/1962/Article106
"",Caylin Ciprian,http://localhost/publications/articles/Journal4/1963/Article110
"",Caylin Ciprian,http://localhost/publications/articles/Journal2/1964/Article36
"",Blerina Robotham,http://localhost/publications/articles/Journal5/1963/Article149
